ALP2 - FIRE - BOQ,,,,,,,,,,,,,
,,,,,,,,1,,,2,,
,,,,,,,, FITTERS ,,, ASIAMOST ,,
ITEM,,DESCRIPTION,,UNIT,QTY, RATE  , AMOUNT  , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK 
02.05.02.06,,50mmÿ    ,,Lot,1,,,," 61,125.00 ",," 20,370.00 "," 20,370.00 ",
02.05.02.07,,40mmÿ    ,,Lot,1,,,," 91,688.00 ",," 13,150.00 "," 13,150.00 ",
02.05.02.08,,32mmÿ    ,,Lot,1,,,," 122,250.00 ",," 10,680.00 "," 10,680.00 ",
02.05.02.09,,25mmÿ   ,,Lot,1,,,," 30,563.00 ",," 9,250.00 "," 9,250.00 ",
,,,,,,,,,,,,  ,
02.05.02,,AV 12-16 (Warehouse - 1F & 1F Mezz),,,,,,,,,,  ,
02.05.02.01,,250mmÿ  200mm,,Lot,1,,,," 209,199.00 ",," 1,350,320.00 "," 1,350,320.00 ",
02.05.02.02,,150mmÿ  ,,Lot,1,,,," 82,947.00 ",," 31,260.00 "," 31,260.00 ",
02.05.02.03,,100mmÿ  ,,Lot,1,,,, -   ,," 287,350.00 "," 287,350.00 ",
02.05.02.04,,80mmÿ    ,,Lot,1,,,, -   ,," 233,890.00 "," 233,890.00 ",
02.05.02.05,,65mmÿ    ,,Lot,1,,,," 134,788.00 ",," 2,000.00 "," 2,000.00 ",
02.05.02.06,,50mmÿ    ,,Lot,1,,,," 62,100.00 ",," 3,000.00 "," 3,000.00 ",
02.05.02.07,,40mmÿ    ,,Lot,1,,,," 93,150.00 ",," 13,360.00 "," 13,360.00 ",
02.05.02.08,,32mmÿ    ,,Lot,1,,,," 124,200.00 ",," 12,150.00 "," 12,150.00 ",
02.05.02.09,,25mmÿ   ,,Lot,1,,,," 31,050.00 ",," 9,540.00 "," 9,540.00 ",
,,,,,,,,,,,,  ,
02.05.02,,AV 17-21 (Warehouse - 2F & 2F Mezz),,,,,,,,,,  ,
02.05.02.01,,250mmÿ  200mm,,Lot,1,,,," 209,199.00 ",," 1,400,330.00 "," 1,400,330.00 ",
02.05.02.02,,150mmÿ  ,,Lot,1,,,," 82,947.00 ",," 31,260.00 "," 31,260.00 ",
