ALP2 - CWSP - BOQ,,,,,,,,,,,1,,,2,,,3,,,4,,,5,,,6,,
,,,,,,BASE COST,,100%,SUBMISSION,, HENG JHOE ,,, MULTIAMPLE ,,, ARTISAN ,,, POWERSHOT ,,, YEO PLUMBER ,,, ECO WEEFA ,,
ITEM,,DESCRIPTION,,UNIT,QTY,RATE ,AMOUNT ,,RATE ,AMOUNT ,RATE ,AMOUNT ,REMARK,RATE ,AMOUNT ,REMARK,RATE ,AMOUNT ,REMARK,RATE ,AMOUNT ,REMARK,RATE ,AMOUNT ,REMARK,RATE ,AMOUNT ,REMARK
02.05.02,,"TO INSTALL PPR/POR above ground and HDPE underground from FRP tank to suction pump suction header c/w pipe fittings, support, fittings, brackets, hangers, valves, digital water meter, and all necessary accessories.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.02.01,,"From external water reticulation pipe to suction tank.

 •  150mm dia  ~ Est. pipe length: 400m",,Lot,1,, -   ,100%, -   , -   ," 126,000.00 "," 126,000.00 ",," 33,600.00 "," 33,600.00 ",," 45,000.00 "," 45,000.00 ",,, -   , INCLUDED ,, -   ,," 488,670.00 "," 488,670.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.02.02,,"From FRP tank above ground outgoing pipe header to pump suction manifold.

 •  100mm dia ~ Est. pipe length: 15m",,Lot,1,, -   ,100%, -   , -   ," 6,100.00 "," 6,100.00 ",," 1,080.00 "," 1,080.00 ",," 2,000.00 "," 2,000.00 ",,, -   , INCLUDED ,, -   ,," 7,870.00 "," 7,870.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.02.03,,"From suction pump discharge manifold to all roof tanks at Roof Floor.

•  100mm dia ~ Est. pipe length: 250m",,Lot,1,, -   ,100%, -   , -   ," 309,300.00 "," 309,300.00 ",," 25,000.00 "," 25,000.00 ",," 30,000.00 "," 30,000.00 ",,, -   , INCLUDED ,, -   ,," 131,250.00 "," 131,250.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.03,,TO SUPPLY AND DELIVER PPR PN16 main dropper pipe from FRP roof tank outlet to service outlets.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.03.01,,"From FRP tank outlet  and header to booster pump suction manifold and from booster pump discharge manifold to dropper serving level G, 1,2 & 3.

•  65mm dia  ~ Est. pipe length: 15m",,Lot,1,, -   ,100%, -   , -   , 975.00 , 975.00 ,," 1,890.00 "," 1,890.00 ",," 2,000.00 "," 2,000.00 ",," 3,000.00 "," 3,000.00 ",,, -   ,," 4,500.00 "," 4,500.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.03.02,,"From booster pump suction manifold  to dropper and water taping Roof Floor c/w fittings and necessary accessories.

•  65mm dia ~ Est. pipe length: 20m
•  50mm dia ~ Est. pipe length: 120m
•  32mm dia ~ Est. pipe length: 60m
•  25mm dia ~ Est. pipe length: 8m
•  20mm dia ~ Est. pipe length: 100m",,Lot,1,, -   ,100%, -   , -   ," 6,180.00 "," 6,180.00 ",," 24,792.00 "," 24,792.00 ",," 55,000.00 "," 55,000.00 ",," 39,775.00 "," 39,775.00 ",,, -   ,," 28,960.00 "," 28,960.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.04,,"TO INSTALL PPR PN16 main dropper pipe from FRP roof tank outlet to service outlets c/w pipe fittings, bracket, supports, hanger and all necessary accessories.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.04.01,,"From FRP tank outlet  and header to booster pump suction manifold and from booster pump discharge manifold to dropper serving level G, 1, 2 & 3.

•  65mm dia ~ Est. pipe length: 15m",,Lot,1,, -   ,100%, -   , -   ," 1,650.00 "," 1,650.00 ",," 1,260.00 "," 1,260.00 ",," 1,200.00 "," 1,200.00 ",,, -   , INCLUDED ,, -   ,," 4,500.00 "," 4,500.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.04.02,,"From booster pump suction manifold  to dropper and water taping Roof Floor c/w fittings and necessary accessories.

•  65mm dia ~ Est. pipe length: 20m
•  50mm dia ~ Est. pipe length: 120m
•  32mm dia ~ Est. pipe length: 60m
•  25mm dia ~ Est. pipe length: 8m
•  20mm dia ~ Est. pipe length: 100m",,Lot,1,, -   ,100%, -   , -   ," 12,460.00 "," 12,460.00 ",," 16,528.00 "," 16,528.00 ",," 36,000.00 "," 36,000.00 ",,, -   , INCLUDED ,, -   ,," 28,960.00 "," 28,960.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.05,,TO SUPPLY AND DELIVER HDPE PN12.5 main dropper pipe from FRP rain water tank outlet to service outlets.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.05.01,,"From FRP rain water tank outlet to dropper serving irrigation taps at ground floors.

•  75mm dia (OD) ~ Est. pipe length: 52m
•  60mm dia (OD) ~ Est. pipe length: 152m",,Lot,1,, -   ,100%, -   , -   ," 2,400.00 "," 2,400.00 ",," 13,206.00 "," 13,206.00 ",," 22,000.00 "," 22,000.00 ",," 14,650.00 "," 14,650.00 ",,, -   ,," 49,090.00 "," 49,090.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.06,,"TO INSTALL HDPE PN 12.5 main dropper pipe from FRP roof tank outlet to service outlets c/w pipe fittings, bracket, supports, hanger and all necessary accessories.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.06.01,,"From FRP rain water tank outlet to dropper serving irrigation taps at ground floors.

•  75mm dia (OD) ~ Est. pipe length: 52m
•  60mm dia (OD) ~ Est. pipe length: 152m",,Lot,1,, -   ,100%, -   , -   ," 13,260.00 "," 13,260.00 ",," 8,804.00 "," 8,804.00 ",," 16,000.00 "," 16,000.00 ",,, -   , INCLUDED ,, -   ,," 49,090.00 "," 49,090.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.07,,"TO SUPPLY AND DELIVER PPR PN16 pipe tapping from dropper to all service outlets c/w digital water meter, stopcock, isolation valves & all necessary accessories.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GROUND FLOOR,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.07.01,,"• Detail A
Toilet 1 ~ Ground Floor 
Driver toilets.",,Lot,1,, -   ,100%, -   , -   ," 9,100.00 "," 9,100.00 ",," 2,700.00 "," 2,700.00 ",, 850.00 , 850.00 ,," 5,785.00 "," 5,785.00 ",,, -   ,," 3,000.00 "," 3,000.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.07.02,,"• DetaiL B
Toilet 2 ~ Ground Floor 
Driver toilets.",,Lot,1,, -   ,100%, -   , -   ," 9,600.00 "," 9,600.00 ",," 3,600.00 "," 3,600.00 ",," 1,200.00 "," 1,200.00 ",," 5,020.00 "," 5,020.00 ",,, -   ,," 5,000.00 "," 5,000.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.07.03,,"• Detail C
Toilet 3 ~ Ground Floor 
Male and female toilets, handicapped toilet & janitor.",,Lot,1,, -   ,100%, -   , -   ," 14,600.00 "," 14,600.00 ",," 12,150.00 "," 12,150.00 ",," 5,500.00 "," 5,500.00 ",," 22,880.00 "," 22,880.00 ",,, -   ,," 13,000.00 "," 13,000.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.07.04,,"• Detail D
Kitchen & Canteen ~ Ground Floor",,Lot,1,, -   ,100%, -   , -   ," 5,660.00 "," 5,660.00 ",, 900.00 , 900.00 ,, 900.00 , 900.00 ,," 4,300.00 "," 4,300.00 ",,, -   ,," 1,100.00 "," 1,100.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.07.05,,"• Detail E
Guardhouse Toilet 1 & 2 ~ Ground Floor",,Lot,1,, -   ,100%, -   , -   ," 9,250.00 "," 9,250.00 ",," 5,400.00 "," 5,400.00 ",, 900.00 , 900.00 ,," 27,355.00 "," 27,355.00 ",,, -   ,," 1,500.00 "," 1,500.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.07.06,,"• Detail F
Toilet 4, external access toilets & janitor ~ Ground  Mezzanine",,Lot,1,, -   ,100%, -   , -   ," 15,800.00 "," 15,800.00 ",," 14,850.00 "," 14,850.00 ",," 3,200.00 "," 3,200.00 ",," 10,755.00 "," 10,755.00 ",,, -   ,," 10,540.00 "," 10,540.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.07.07,,"• Detail G
Toilet 5 & 6 and Changing Room 1 & 2 ~ Ground  Mezzanine",,Lot,1,, -   ,100%, -   , -   ," 11,300.00 "," 11,300.00 ",," 3,600.00 "," 3,600.00 ",," 1,700.00 "," 1,700.00 ",," 11,010.00 "," 11,010.00 ",,, -   ,," 6,000.00 "," 6,000.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.07.08,,"• Detail H
Toilet 7 "" Ground  Mezzanine
Ground  Mezzanine",,Lot,1,, -   ,100%, -   , -   ," 11,500.00 "," 11,500.00 ",," 9,900.00 "," 9,900.00 ",," 3,700.00 "," 3,700.00 ",," 8,180.00 "," 8,180.00 ",,, -   ,," 11,000.00 "," 11,000.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FIRST FLOOR,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.07.08,,"• Detail B
Toilet 8 ~ First Floor 
Driver toilets.",,Lot,1,, -   ,100%, -   , -   ," 9,600.00 "," 9,600.00 ",," 2,700.00 "," 2,700.00 ",," 1,700.00 "," 1,700.00 ",," 5,020.00 "," 5,020.00 ",,, -   ,," 5,000.00 "," 5,000.00 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
